YEAR	GRID_NAME	SATELLITE	BLACK LIST	USETILEMASK	SATELLITE_COMMENT
2022	SK-18-X-C	L8		true	
2023	SK-18-X-C	L8		true	
2024	SK-18-X-C	L8		true	
2025	SK-18-X-C	L8		true	
1996	SK-18-X-D	L5		true	satellite anterior (anómalo): 0
1997	SK-18-X-D	L5		true	satellite anterior (anómalo): 0
1998	SK-18-X-D	L5	LT05_233089_19981129,LT05_233089_19980825,LT05_233089_19980708,LT05_233089_19980214,LT05_233088_19980910,LT05_233088_19980825,LT05_232089_19981005,LT05_232089_19980412,LT05_232089_19980327,LT05_233088_19981129	true	
1999	SK-18-X-D	L5	LT05_233089_19990828,LT05_233089_19990812,LT05_233089_19990524,LT05_233089_19990116,LT05_233088_19990828,LT05_233088_19990812,LT05_233088_19990524,LT05_232089_19991125,LT05_232089_19990821,LT05_232089_19990602,LT05_232089_19990314,LT05_232089_19990226	true	
2000	SK-18-X-D	L5		true	
2001	SK-18-X-D	L7		true	
2002	SK-18-X-D	L7		true	
2003	SK-18-X-D	L7	LE07_232089_20030301,LE07_232089_20030402,LE07_233089_20030220,LE07_233089_20030324,LE07_233089_20030409,LE07_233089_20030511,LE07_233089_20031119	true	
2004	SK-18-X-D	L7		true	
2005	SK-18-X-D	L7		true	
2006	SK-18-X-D	L7		true	
2007	SK-18-X-D	L7		true	
2008	SK-18-X-D	L7		true	
2009	SK-18-X-D	L7		true	
2010	SK-18-X-D	L7	LE07_233089_20101021,LE07_233089_20101122,LE07_233089_20100802,LE07_233089_20100530,LE07_233089_20100327,LE07_233089_20100223,LE07_233088_20101122,LE07_233088_20101021,LE07_233088_20100530,LE07_233088_20100327,LE07_233088_20100311,LE07_233088_20100122,LE07_232089_20100912,LE07_232089_20100523,LE07_232089_20100507,LE07_232089_20100421,LE07_232089_20100216,LE07_232089_20100131	true	
2011	SK-18-X-D	L7		true	
2012	SK-18-X-D	L7		true	satellite anterior (anómalo): 99/55
2013	SK-18-X-D	L8		true	
2014	SK-18-X-D	L8		true	
2015	SK-18-X-D	L8		true	
2016	SK-18-X-D	L8		true	
2017	SK-18-X-D	L8		true	
2018	SK-18-X-D	L8		true	
2019	SK-18-X-D	L8		true	
2020	SK-18-X-D	L8		true	
2021	SK-18-X-D	L8		true	
2022	SK-18-X-D	L8		true	
2023	SK-18-X-D	L8		true	
2024	SK-18-X-D	L9		true	
2025	SK-18-X-D	L8		true	
1996	SK-19-V-C	L5		true	satellite anterior (anómalo): 0
1997	SK-19-V-C	L5		true	satellite anterior (anómalo): 0
1998	SK-19-V-C	L5		true	
1999	SK-19-V-C	L5		true	
2000	SK-19-V-C	L7		true	
2001	SK-19-V-C	L7		true	
2002	SK-19-V-C	L7		true	
2003	SK-19-V-C	L7		true	
2004	SK-19-V-C	L7		true	
2005	SK-19-V-C	L7		true	satellite anterior (anómalo): 66/55
2006	SK-19-V-C	L7		true	
2007	SK-19-V-C	L7		true	
2008	SK-19-V-C	L7		true	
2009	SK-19-V-C	L7		true	
2010	SK-19-V-C	L7		true	
2011	SK-19-V-C	L7		true	
2012	SK-19-V-C	L7		true	
2013	SK-19-V-C	L8		true	
2014	SK-19-V-C	L8		true	
2015	SK-19-V-C	L8		true	
2016	SK-19-V-C	L8		true	
2017	SK-19-V-C	L8		true	
2018	SK-19-V-C	L8		true	
2019	SK-19-V-C	L8		true	
2020	SK-19-V-C	L8		true	
2021	SK-19-V-C	L8		true	
2022	SK-19-V-C	L8		true	
2023	SK-19-V-C	L9		true	
2024	SK-19-V-C	L9		true	
2025	SK-19-V-C	L9		true	
1996	SK-18-Z-A	L5		true	satellite anterior (anómalo): 0
1997	SK-18-Z-A	L5		true	satellite anterior (anómalo): 0
1998	SK-18-Z-A	L5	LT05_233089_19980708,LT05_233090_19980708,LT05_233089_19980825,LT05_001090_19980410,LT05_233089_1998112,LT05_233090_1998070,LT05_233090_19980825,LT05_233089_19981129	true	
1999	SK-18-Z-A	L5	LT05_233090_19990828	true	
2000	SK-18-Z-A	L5		true	
2001	SK-18-Z-A	L7		true	
2002	SK-18-Z-A	L7	LE07_233089_20020508,LE07_233089_20020609,LE07_233090_20020828,LE07_233090_20021202,LE07_233090_20021015,LE07_233090_20020913,LE07_233090_20020609	true	
2003	SK-18-Z-A	L7	LE07_233090_20030103,LE07_233090_20031119	true	
2004	SK-18-Z-A	L7		true	
2005	SK-18-Z-A	L7		true	
2006	SK-18-Z-A	L7		true	
2007	SK-18-Z-A	L7	LE07_001089_20071207,LE07_233089_20070623,LE07_233089_20071216,LE07_233090_20070130,LE07_233090_2007042,LE07_233090_20070709,LE07_233090_20071216	true	
2008	SK-18-Z-A	L7		true	
2009	SK-18-Z-A	L7	LE07_233089_20080305,LE07_233089_20080321,LE07_233089_20080727,LE07_233089_20080929,LE07_233089_20081116	true	
2010	SK-18-Z-A	L7		true	
2011	SK-18-Z-A	L7		true	
2012	SK-18-Z-A	L7	LE07_233090_20121127,LE07_233090_20121026,LE07_233090_20120823,LE07_233090_20120807,LE07_233090_20120722,LE07_233090_20120604,LE07_233090_20120519	true	
2013	SK-18-Z-A	L8		true	
2014	SK-18-Z-A	L8		true	
2015	SK-18-Z-A	L8		true	
2016	SK-18-Z-A	L8		true	
2017	SK-18-Z-A	L8		true	
2018	SK-18-Z-A	L8		true	
2019	SK-18-Z-A	L8		true	
2020	SK-18-Z-A	L8		true	
2021	SK-18-Z-A	L8		true	
2022	SK-18-Z-A	L8	LC08_233089_2022082,LC08_233089_20220608,LC08_233089_20220523,LC08_233089_20220421,LC08_233089_20220320,LC08_233089_20220131	true	
2023	SK-18-Z-A	L8		true	no hay mas imagenes
2024	SK-18-Z-A	L9		true	
2025	SK-18-Z-A	L8		true	
1996	SL-18-V-D	L5		true	satellite anterior (anómalo): 0
1997	SL-18-V-D	L5		true	satellite anterior (anómalo): 0
1998	SL-18-V-D	L5		true	
1999	SL-18-V-D	L5		true	Muy pocas escenas disponibles
2000	SL-18-V-D	L5		true	
2001	SL-18-V-D	L5		true	
2002	SL-18-V-D	L7		true	
2003	SL-18-V-D	L7	LE07_233092_20030527,LE07_233092_20030511,LE07_233092_20030425	true	
2004	SL-18-V-D	L7		true	
2005	SL-18-V-D	L5		true	
2006	SL-18-V-D	L7		true	
2007	SL-18-V-D	L7		true	
2008	SL-18-V-D	L7		true	
2009	SL-18-V-D	L7		true	
2010	SL-18-V-D	L7		true	
2011	SL-18-V-D	L7		true	
2012	SL-18-V-D	L7	LE07_233092_20120519	true	
2013	SL-18-V-D	L8		true	
2014	SL-18-V-D	L8		true	
2015	SL-18-V-D	L8		true	
2016	SL-18-V-D	L8		true	
2017	SL-18-V-D	L8		true	
2018	SL-18-V-D	L8		true	
2019	SL-18-V-D	L8		true	
2020	SL-18-V-D	L8		true	
2021	SL-18-V-D	L8		true	
2022	SL-18-V-D	L9		true	
2023	SL-18-V-D	L8		true	
2024	SL-18-V-D	L8		true	
2025	SL-18-V-D	L8		true	
1996	SL-18-X-C	L5		true	satellite anterior (anómalo): 0
1997	SL-18-X-C	L5		true	satellite anterior (anómalo): 0
1998	SL-18-X-C	L5	LT05_233092_19980505,LT05_233091_19980505,LT05_232092_19981122,LT05_232092_19980428	true	
1999	SL-18-X-C	L5	LT05_233092_19990116,LT05_233091_19991116,LT05_233091_19990116,LT05_232092_19991227,LT05_232092_19991008,LT05_232092_19990821,LT05_232091_19990821,LT05_232091_19990720,LT05_232091_19990415	true	
2000	SL-18-X-C	L7		true	
2001	SL-18-X-C	L7	LE07_233092_20010724,LE07_233092_20010521,LE07_001091_20010512,LE07_233091_20011215,LE07_233091_20011129,LE07_233091_20010724,LE07_233091_20010521,LE07_232092_20011208,LE07_232092_20010903,LE07_232092_20010530,LE07_232092_20010327,LE07_232092_20010207,LE07_232091_20011224,LE07_232091_20011021,LE07_232091_20010530,LE07_232091_20010207,LE07_233092_20011012,LE07_233092_20010910,LE07_232091_20010802	true	
2002	SL-18-X-C	L7	LE07_233092_20021218,LE07_233092_20021015,LE07_233092_20020422,LE07_233092_20020321,LE07_232092_20021109,LE07_232092_20020906,LE07_232092_20020330,LE07_232092_20020210	true	
2003	SL-18-X-C	L7	LE07_233091_20030511,LE07_232092_20030808,LE07_232092_20030504,LE07_232091_20031214,LE07_232091_20031112,LE07_232091_20031011,LE07_232091_20030808,LE07_233092_20030308,LE07_232092_20031112	true	
2004	SL-18-X-C	L7		true	
2005	SL-18-X-C	L5	LT05_233092_20050828,LT05_233092_20050812,LT05_233092_20050727,LT05_233092_20050305,LT05_233091_20050828,LT05_233091_20050812,LT05_233091_20050609,LT05_232092_20050517,LT05_232092_20050125,LT05_232091_20050805,LT05_232091_20050517	true	
2006	SL-18-X-C	L5	LT05_233092_20060527,LT05_233092_20060511,LT05_233091_20060714,LT05_233091_20060527,LT05_233091_20060511,LT05_232092_20061011,LT05_232092_20060909,LT05_232092_20060520,LT05_232092_20060504,LT05_232092_20060402,LT05_232092_20060301,LT05_232091_20060909,LT05_232091_20060520	true	
2007	SL-18-X-C	L5	LT05_233092_20070818,LT05_232092_20070928,LT05_232092_20070827,LT05_232092_20070726,LT05_232092_20070523,LT05_232092_20070405,LT05_232091_20070726,LT05_232091_20070523	true	
2008	SL-18-X-C	L7		true	
2009	SL-18-X-C	L5	LT05_232092_20090104,LT05_233091_20091010	true	
2010	SL-18-X-C	L7	LE07_233092_20100717,LE07_233092_20100106,LE07_233091_20101005,LE07_232092_20100912,LE07_232092_20100811,LE07_232092_20100507,LE07_232092_20100421	true	
2011	SL-18-X-C	L7		true	
2012	SL-18-X-C	L7	LE07_233092_20121127,LE07_233092_20121026,LE07_233092_20120519,LE07_233091_20121127,LE07_233091_20120706,LE07_233091_20120604,LE07_233091_20120503,LE07_233091_20120401,LE07_232092_20121222,LE07_232092_20121019,LE07_232092_20120917,LE07_232092_20120901,LE07_232092_20120715,LE07_232092_20120528,LE07_232092_20120426,LE07_232092_20120410,LE07_232092_20120222,LE07_232092_20120121,LE07_232091_20120917,LE07_232091_20120816,LE07_232091_20120410	true	
2013	SL-18-X-C	L8		true	
2014	SL-18-X-C	L8		true	
2015	SL-18-X-C	L8		true	
2016	SL-18-X-C	L8		true	
2017	SL-18-X-C	L8	LC08_233092_20170509,LC08_233092_20170322,LC08_233091_20171117,LC08_233091_20170610,LC08_233091_20170525,LC08_232092_20171126,LC08_232092_20170603,LC08_232092_20170518,LC08_232091_20170619,LC08_232091_20170518,LC08_232091_20170315	true	
2018	SL-18-X-C	L8		true	
2019	SL-18-X-C	L8	LC08_233092_20191123,LC08_233092_20190429,LC08_233092_20190312,LC08_233092_20190224,LC08_233092_20190208,LC08_233091_20191022,LC08_233091_20190702,LC08_233091_20190429,LC08_233091_20190224,LC08_232092_20190828,LC08_232092_20190812,LC08_232092_20190508,LC08_232092_20190406,LC08_232092_20190321,LC08_232092_20190201,LC08_232091_20190828,LC08_232091_20190524,LC08_232091_20190508,LC08_232091_20190201,LC08_233091_20190616,LC08_232092_20190727	true	
2020	SL-18-X-C	L8	LC08_233092_20201109,LC08_233092_20200821,LC08_233092_20200720,LC08_233092_20200227,LC08_233091_20201125,LC08_233091_20201109,LC08_233091_20200821,LC08_233091_20200704,LC08_233091_20200618,LC08_233091_20200227,LC08_232092_20200915,LC08_232092_20200830,LC08_232092_20200729,LC08_232092_20200713,LC08_232092_20200526,LC08_232092_20200510,LC08_232092_20200323,LC08_232092_20200119,LC08_232091_20201001,LC08_232091_20200915,LC08_232091_20200729,LC08_232091_20200713,LC08_232091_20200510	true	
2021	SL-18-X-C	L8		true	
2022	SL-18-X-C	L8		true	
2023	SL-18-X-C	L8	LC08_233092_20230219,LC08_233092_20230323,LC08_233092_20230526,LC08_233091_20231102,LC08_233092_20231001,LC08_233092_20230830,LC08_233091_20230915,LC08_233091_20230830,LC08_233091_20230611,LC08_233091_20230424,LC08_233091_20230219,LC08_233091_20230203,LC08_232092_20231010,LC08_232092_20230924,LC08_232092_20230823,LC08_232092_20230807,LC08_232092_20230722,LC08_232092_20230519,LC08_232092_20230401,LC08_232092_20230212,LC08_232091_20230823,LC08_232091_20230620,LC08_232091_20230212,LC08_001092_20230501,LC08_001092_20230330	true	
2024	SL-18-X-C	L9		true	
1996	SL-18-X-D	L5		true	satellite anterior (anómalo): 0
1997	SL-18-X-D	L5	LT05_231092_19970213,LT05_231092_19970128,LT05_231091_19970128	true	
1998	SL-18-X-D	L5	LT05_231092_19981217,LT05_231092_19981014,LT05_231091_19980928,LT05_232092_19980428	true	
1999	SL-18-X-D	L5	LT05_232092_19991227,LT05_232092_19990821,LT05_232091_19990720,LT05_232091_19990415,LT05_231092_19991001,LT05_231092_19991017,LT05_231092_19990814,LT05_231092_19990915,LT05_231092_19990118,LT05_231091_19990915,LT05_231091_19990118	true	
2000	SL-18-X-D	L7	LE07_231092_20000723,LE07_231092_20000925,LE07_232091_20000425,LE07_232091_20000916,LE07_232091_20001002,LE07_232092_20000425	true	
2001	SL-18-X-D	L5		true	
2002	SL-18-X-D	L7	LE07_231091_20020408,LE07_231091_20020526,LE07_231091_20020713,LE07_231092_20020307,LE07_231092_20020510,LE07_231092_20020526,LE07_231092_20021017,LE07_231092_20021118,LE07_231092_20021220,LE07_232091_20020109,LE07_232091_20020226,LE07_232091_20020517,LE07_232091_20020922,LE07_232092_20020906	true	
2003	SL-18-X-D	L7		true	
2004	SL-18-X-D	L7		true	
2005	SL-18-X-D	L5	LT05_232092_20050517,LT05_232092_20050922,LT05_232092_20050125,LT05_232091_20050805,LT05_232091_20050517,LT05_232091_20050415,LT05_232091_20050109,LT05_231092_20051017,LT05_231092_20050814,LT05_231092_20050729,LT05_231092_20050408,LT05_231092_20050323,LT05_231091_20051017,LT05_231091_20050814,LT05_231091_20050729,LT05_231091_20050323	true	
2006	SL-18-X-D	L5	LT05_232092_20061011,LT05_232092_20060909,LT05_232092_20060520,LT05_232092_20060301,LT05_232091_20060909,LT05_232091_20060418,LT05_232091_20060520,LT05_231092_20061207,LT05_231092_20061121,LT05_231092_20061020,LT05_231092_20061004,LT05_231092_20060918,LT05_231092_20060902,LT05_231092_20060716,LT05_231092_20060529,LT05_231091_20060902,LT05_231091_20060716,LT05_231091_20060614	true	
2007	SL-18-X-D	L7	LE07_232092_20070429,LE07_232092_20070224,LE07_232091_20070429,LE07_232091_20070803,LE07_231092_20071116,LE07_231092_20071031,LE07_231092_20070828,LE07_231092_20070727,LE07_231092_20070524,LE07_231092_20070508,LE07_231092_20070321,LE07_231092_20070201,LE07_231091_20071031,LE07_231091_20070727,LE07_231091_20070609,LE07_231091_20070524,LE07_231091_20070508,LE07_231091_20070422,LE07_231091_20070321,LE07_231091_20070201,LE07_232092_20071006,LE07_231092_20070929,LE07_231092_20070422,LE07_231091_20071202,LE07_231092_20070217	true	
2008	SL-18-X-D	L7		true	
2009	SL-18-X-D	L5	LT05_232092_20090917,LT05_232091_20090410,LT05_231092_20091129,LT05_231092_20091113,LT05_231092_20090214,LT05_231091_20091129,LT05_231091_20090214	true	
2010	SL-18-X-D	L7	LE07_232092_20100507,LE07_232092_20100421,LE07_232092_20100811,LE07_232092_20100912,LE07_232091_20100811,LE07_231092_20101210,LE07_231092_20101023,LE07_231092_20100905,LE07_231092_20100820,LE07_231092_20100430,LE07_231092_20100414,LE07_231092_20100313,LE07_231092_20100209,LE07_231091_20101210,LE07_231091_20101108,LE07_231091_20101023,LE07_231091_20100921,LE07_231091_20100905,LE07_231091_20100820,LE07_231091_20100430,LE07_231091_20100329,LE07_231091_20100313,LE07_231091_20100108	true	
2011	SL-18-X-D	L7		true	
2012	SL-18-X-D	L7		true	satellite anterior (anómalo): 99/55
2013	SL-18-X-D	L8		true	
2014	SL-18-X-D	L8		true	
2016	SL-18-X-D	L8		true	
2017	SL-18-X-D	L8		true	
2018	SL-18-X-D	L8		true	
2019	SL-18-X-D	L8		true	
2020	SL-18-X-D	L8		true	
2021	SL-18-X-D	L8		true	
2022	SL-18-X-D	L8		true	
2023	SL-18-X-D	L9		true	
2024	SL-18-X-D	L9		true	
2025	SL-18-X-D	L9		true	
1996	SL-19-V-C	L5		true	satellite anterior (anómalo): 0
1997	SL-19-V-C	L5		true	satellite anterior (anómalo): 77/55
1998	SL-19-V-C	L5	LT05_231091_19980928,LT05_231092_19980912,LT05_231092_19981014	true	
1999	SL-19-V-C	L5		true	
2000	SL-19-V-C	L7		true	
2001	SL-19-V-C	L7		true	
2002	SL-19-V-C	L7		true	
2003	SL-19-V-C	L8	LE07_230091_20030826,LE07_230091_20031013,LE07_230091_20031029,LE07_230091_20031130,LE07_230092_20030303,LE07_230092_20030404,LE07_230092_20030725,LE07_230092_20030826,LE07_230092_20031013,LE07_230092_20031029,LE07_230092_20031130,LE07_231091_20030206,LE07_231091_20030121,LE07_231091_20030411,LE07_231091_20030513,LE07_231091_20031020,LE07_231091_20031121,LE07_231091_20031207,LE07_231091_20031223,LE07_231092_20030121,LE07_231092_20030326,LE07_231092_20031105,LE07_231092_20031207	true	
2004	SL-19-V-C	L7		true	
2005	SL-19-V-C	L7	LE07_231091_20050110,LE07_231091_20050315,LE07_231091_20050416,LE07_231091_20050603,LE07_231091_20050806,LE07_231091_20050907,LE07_231092_20050110,LE07_231092_20050416,LE07_231092_20050721,LE07_231092_20050806,LE07_231092_20050907,LE07_231092_20050923,LE07_231092_20051025,LE07_231092_20051228	true	
2006	SL-19-V-C	L7		true	
2007	SL-19-V-C	L7		true	
2008	SL-19-V-C	L7		true	
2009	SL-19-V-C	L7		true	
2010	SL-19-V-C	L7		true	
2011	SL-19-V-C	L7		true	
2012	SL-19-V-C	L7		true	satellite anterior (anómalo): 99
2013	SL-19-V-C	L8		true	
2014	SL-19-V-C	L8		true	
2015	SL-19-V-C	L8		true	
2016	SL-19-V-C	L8		true	
2017	SL-19-V-C	L8		true	
2018	SL-19-V-C	L8		true	
2019	SL-19-V-C	L8		true	
2020	SL-19-V-C	L8		true	
2021	SL-19-V-C	L8		true	
2022	SL-19-V-C	L8		true	
2023	SL-19-V-C	L9		true	
2024	SL-19-V-C	L8		true	
2025	SL-19-V-C	L8		true	
1996	SM-18-V-B	L5		true	satellite anterior (anómalo): 0
1997	SM-18-V-B	L5		true	no hay mas imagenes
1998	SM-18-V-B	L5	LT05_232094_19980412,LT05_233093_19980910,LT05_233093_19981028,LT05_233094_19981028,LT05_233093_19980505,LT05_233094_19980505	true	
1999	SM-18-V-B	L5	LT05_233094_19990305,LT05_233094_19990828,LT05_233094_19990812	true	
2000	SM-18-V-B	L7	LE07_232094_20000511,LE07_232094_20001002,LE07_233094_20000907,LE07_233093_20000907,LE07_232094_20000916	true	****
2001	SM-18-V-B	L7	LE07_232094_20010802,LE07_232094_20010818,LE07_232094_2001090,LE07_233093_20010521	true	
2002	SM-18-V-B	L7		true	no hay mas imagenes
2003	SM-18-V-B	L7	LE07_232094_20030808,LE07_232094_20030824,LE07_233093_20030425	true	
2004	SM-18-V-B	L7		true	
2005	SM-18-V-B	L7	LE07_233094_20050804,LE07_233093_20051108,LE07_233093_20050804,LE07_233094_20050209,LE07_233094_20050108	true	
2006	SM-18-V-B	L7		true	no hay mas imagenes
2007	SM-18-V-B	L7		true	no hay mas imagenes
2008	SM-18-V-B	L7		true	
2009	SM-18-V-B	L7	LE07_233094_20091119,LE07_233093_20091119	true	
2010	SM-18-V-B	L7	LE07_233094_20100818,LE07_233094_20100802,LE07_233093_20100802,LE07_232094_2010081	true	
2011	SM-18-V-B	L7		true	
2012	SM-18-V-B	L7	LE07_233094_20120823,LE07_233094_20120401,LE07_233093_20121026,LE07_233093_20120823,LE07_232094_20121104,LE07_232094_20120901,LE07_232094_20120512,LE07_232094_20120426	true	
2013	SM-18-V-B	L7	LE07_233094_20130911,LE07_233094_20130506,LE07_233094_20130404,LE07_233094_20130215,LE07_233093_20130725	true	
2014	SM-18-V-B	L8		true	
2015	SM-18-V-B	L8		true	
2016	SM-18-V-B	L8		true	no hay más imágenes
2017	SM-18-V-B	L8		true	
2018	SM-18-V-B	L8		true	
2019	SM-18-V-B	L8		true	
2020	SM-18-V-B	L8	LC08_232094_20200729,LC08_232094_20200424,LC08_232094_2020022	true	
2021	SM-18-V-B	L8		true	
2022	SM-18-V-B	L8		true	
2023	SM-18-V-B	L9		true	
2024	SM-18-V-B	L8	LC08_233094_20240512,LC08_232094_2024111	true	
2025	SM-18-V-B	L8		true	
1996	SM-18-X-A	L5		true	satellite anterior (anómalo): 0
1997	SM-18-X-A	L5		true	
1998	SM-18-X-A	L5	LT05_233093_19980505	true	
1999	SM-18-X-A	L5	LT05_232094_19990821	true	
2000	SM-18-X-A	L7		true	satellite anterior (anómalo): 77/55
2001	SM-18-X-A	L7		true	
2002	SM-18-X-A	L7		true	
2003	SM-18-X-A	L7		true	
2004	SM-18-X-A	L7		true	
2005	SM-18-X-A	L7		true	
2006	SM-18-X-A	L7	LE07_232093_20060816,LE07_232093_20060120,LE07_232093_20060731	true	
2007	SM-18-X-A	L5		true	
2008	SM-18-X-A	L7	LE07_233094_20080913,LE07_233094_20080812,LE07_232094_20080805	true	
2009	SM-18-X-A	L7		true	satellite anterior (anómalo): 77/55
2010	SM-18-X-A	L7		true	
2011	SM-18-X-A	L7		true	
2012	SM-18-X-A	L7	LE07_232094_20121104,LE07_232094_20120816,LE07_232094_20120426	true	
2013	SM-18-X-A	L8		true	
2014	SM-18-X-A	L8		true	
2015	SM-18-X-A	L8		true	
2016	SM-18-X-A	L8		true	
2017	SM-18-X-A	L8		true	
2018	SM-18-X-A	L8	LC08_232094_20180505	true	
2019	SM-18-X-A	L7		true	
2020	SM-18-X-A	L8	LC08_232094_20201204,LC08_232094_20200729	true	
2021	SM-18-X-A	L8	LC08_232094_20210427,LC08_232094_20210105	true	
2022	SM-18-X-A	L8	LC08_232094_20220921,LC08_232094_20220820	true	
2023	SM-18-X-A	L9		true	
2024	SM-18-X-A	L9		true	
2025	SM-18-X-A	L9		true	
1996	SM-18-X-B	L5		true	satellite anterior (anómalo): 0
1997	SM-18-X-B	L5		true	satellite anterior (anómalo): 77/55
1998	SM-18-X-B	L5		true	
1999	SM-18-X-B	L5		true	
2000	SM-18-X-B	L5		true	
2001	SM-18-X-B	L7		true	
2002	SM-18-X-B	L8		true	
2003	SM-18-X-B	L7		true	
2004	SM-18-X-B	L5	LT05_232093_20041106,LT05_232093_20040802,LT05_232093_20040208,LT05_231094_20041115,LT05_231094_20040827,LT05_231094_20040320	true	
2005	SM-18-X-B	L7		true	
2006	SM-18-X-B	L7		true	
2007	SM-18-X-B	L7	LE07_232093_20070515,LE07_232093_20070429,LE07_232093_20070208,LE07_231094_20071202,LE07_231094_20070828,LE07_231094_20070422	true	
2008	SM-18-X-B	L7	LE07_232094_20080805,LE07_232093_20081125,LE07_232093_20080805,LE07_232093_20080501,LE07_232093_20080227,LE07_231094_20080323,LE07_231093_20081220,LE07_231093_20080424,LE07_231093_20080220,LE07_230094_20081213,LE07_230094_20080807,LE07_230094_20080823,LE07_230094_20080908,LE07_230094_20081010,LE07_231093_20080729,LE07_231093_20080814,LE07_231093_20080915,LE07_232093_20080517,LE07_232093_20080922,LE07_232093_20080821,LE07_231094_20080830,LE07_231094_20080814,LE07_231094_20080103,LE07_231094_20080424,LE07_231094_20081017,LE07_231094_20081102	true	
2009	SM-18-X-B	L7	LE07_232093_20090909,LE07_232093_20090504,LE07_231094_20091105,LE07_231094_20090902,LE07_231094_20090817,LE07_231094_20090801,LE07_231094_20090513,LE07_231094_20090411,LE07_231094_20090310,LE07_231094_20090105,LE07_231093_20091004,LE07_231093_20090326,LE07_231093_20090310,LE07_231093_2009012	true	
2010	SM-18-X-B	L7	LE07_232093_20100507,LE07_232093_20100405,LE07_231094_20101226,LE07_231094_20100820,LE07_231094_20100804,LE07_231094_20100516,LE07_231094_20100414,LE07_231094_20100313,LE07_231093_20101108,LE07_231093_20100905,LE07_231093_20100820,LE07_231093_20100804,LE07_231093_20100516,LE07_231093_20100313,LE07_231093_20100124,LE07_230094_20100322,LE07_230094_20100101	true	
2011	SM-18-X-B	L5	LT05_231094_20111103,LT05_230094_20111011,LT05_230094_2011102	true	
2012	SM-18-X-B	L7		true	satellite anterior (anómalo): 99/55
2013	SM-18-X-B	L8	LC08_231094_20130516,LC08_231093_20131210,LC08_231093_20130719,LC08_231093_20130516,LC08_231093_20130430,LC08_230094_20130813	true	
2014	SM-18-X-B	L8		true	
2015	SM-18-X-B	L8	LC08_232094_20150801,LC08_232094_20150513,LC08_232093_20150902,LC08_232093_20150801,LC08_232093_20150513,LC08_231094_20151216,LC08_231094_20150911,LC08_231094_20150810,LC08_231094_20150420,LC08_231094_20150130,LC08_231093_20150810,LC08_231093_20150522,LC08_230094_20150413	true	
2016	SM-18-X-B	L8		true	
2017	SM-18-X-B	L8		true	
2018	SM-18-X-B	L8		true	
2019	SM-18-X-B	L8		true	
2020	SM-18-X-B	L8		true	
2021	SM-18-X-B	L8		true	
2022	SM-18-X-B	L8		true	
2023	SM-18-X-B	L8	LC08_232093_20230722,LC08_231094_20230816,LC08_231094_20230512,LC08_231094_20230325,LC08_231094_20230309,LC08_231093_20230221,LC08_231093_20230309,LC08_231093_20230731	true	
2024	SM-18-X-B	L9		true	
2025	SM-18-X-B	L8		true	
1996	SM-18-V-D	L5		true	satellite anterior (anómalo): 0
1997	SM-18-V-D	L5	LT05_232095_19970204,LT05_232094_19970204	true	
1998	SM-18-V-D	L5	LT05_233095_19980910,LT05_233094_19980505,LT05_233094_19980910,LT05_232095_19981122,LT05_232094_19980412	true	
1999	SM-18-V-D	L5	LT05_233095_19990812,LT05_233095_19990305,LT05_233094_19990828,LT05_233094_19990812,LT05_232095_19990906,LT05_232095_19990821,LT05_232094_19991211,LT05_232094_19990821,LT05_232094_19990210,LT05,LT05_232094_19990109	true	
2000	SM-18-V-D	L7	LE07_232094_20000831,LE07_233094_20000502,LE07_233094_20000907,LE07_233095_20000502	true	
2001	SM-18-V-D	L7	LE07_232094_20010514,LE07_232094_20010802,LE07_232095_20010818,LE07_232095_20011122,LE07_233094_20010318	true	
2002	SM-18-V-D	L7	LE07_232094_20020501,LE07_232095_20020501,LE07_233094_20020422	true	
2003	SM-18-V-D	L7	LE07_232094_20030808,LE07_232095_20030504,LE07_232095_20030808,LE07_233094_20030409	true	
2004	SM-18-V-D	L5	LT05_232095_20040818,LT05_232094_20041106,LT05_232094_20040818,LT05_232094_20040224	true	
2005	SM-18-V-D	L5	LT05_232095_20050314,LT05_232095_20050821	true	
2006	SM-18-V-D	L7	LE07_232095_20060816,LE07_232095_20060426,LE07_232094_20060410,LE07_232094_20060120,LE07_232094_20060104,LE07_233095_20060503,LE07_233095_20061010	true	
2007	SM-18-V-D	L7	LE07_232095_20071225,LE07_232095_20070429,LE07_232094_20070429,LE07_232094_20070107	true	
2008	SM-18-V-D	L7	LE07_233095_20081218,LE07_233095_20081202,LE07_233095_20080812,LE07_233094_20080913,LE07_233094_20080812,LE07_232095_20081109,LE07_232094_20081024,LE07_232094_20080805	true	
2009	SM-18-V-D	L7	LE07_233094_20091119,LE07_232094_20090112	true	
2010	SM-18-V-D	L7	LE07_233095_20081218,LE07_233095_20081202,LE07_233095_20080812,LE07_233094_20080913,LE07_233094_20080812,LE07_232095_20081109,LE07_232094_20081024,LE07_232094_20080805	true	
2011	SM-18-V-D	L7		true	
2012	SM-18-V-D	L7	LE07_233094_20120823,LE07_233094_20120401,LE07_232095_20120901,LE07_232095_20120816,LE07_232095_20120426,LE07_232095_20120222,LE07_232094_20121104,LE07_232094_20120901,LE07_232094_20120512,LE07_232094_20120426	true	
2013	SM-18-V-D	L8	LC08_232095_20130811,LC08_232094_20130811	true	
