YEAR	GRID_NAME	SATELLITE	BLACK LIST	USETILEMASK	SATELLITE_COMMENT
2023	SJ-19-Y-A	L9		true	
2024	SJ-19-Y-A	L9		true	
2025	SJ-19-Y-A	L9		true	
1996	SJ-18-Z-C	L5		true	satellite anterior (anómalo): 0
1997	SJ-18-Z-C	L5		true	
1998	SJ-18-Z-C	L5		true	
1999	SJ-18-Z-C	L5	LT05_233088_19991202,LT05_233088_19990828,LT05_233088_19990812,LT05_001088_19990819,LT05_001088_19991006	true	
2000	SJ-18-Z-C	L5		true	
2001	SJ-18-Z-C	L7		true	
2002	SJ-18-Z-C	L7		true	
2003	SJ-18-Z-C	L7		true	
2004	SJ-18-Z-C	L7		true	
2005	SJ-18-Z-C	L7		true	
2006	SJ-18-Z-C	L7		true	
2007	SJ-18-Z-C	L7		true	
2008	SJ-18-Z-C	L7		true	
2009	SJ-18-Z-C	L7		true	
2010	SJ-18-Z-C	L7		true	
2011	SJ-18-Z-C	L7		true	
2012	SJ-18-Z-C	L7		true	
2013	SJ-18-Z-C	L8		true	
2014	SJ-18-Z-C	L8		true	
2015	SJ-18-Z-C	L8		true	
2016	SJ-18-Z-C	L8		true	
2017	SJ-18-Z-C	L8		true	
2018	SJ-18-Z-C	L8		true	
2019	SJ-18-Z-C	L8		true	
2020	SJ-18-Z-C	L8		true	
2021	SJ-18-Z-C	L8		true	
2022	SJ-18-Z-C	L8		true	
2023	SJ-18-Z-C	L9		true	
2024	SJ-18-Z-C	L9		true	
2025	SJ-18-Z-C	L9		true	
1996	SJ-18-Z-D	L5		true	satellite anterior (anómalo): 0
1997	SJ-18-Z-D	L5		true	satellite anterior (anómalo): 0
1998	SJ-18-Z-D	L5	LT05_233088_19981129,LT05_233088_19980910,LT05_233088_19980825,LT05_233088_19980708,LT05_233087_19981129,LT05_233087_19980708,LT05_233087_19980505,LT05_233087_19980302,LT05_001088_19980816,LT05_001088_19980731,LT05_001087_19981003,LT05_001087_19980901,LT05_001087_19980731,LT05_001087_19980309	true	
1999	SJ-18-Z-D	L5		true	
2000	SJ-18-Z-D	L5		true	
2001	SJ-18-Z-D	L7		true	
2002	SJ-18-Z-D	L7		true	
2003	SJ-18-Z-D	L5		true	
2004	SJ-18-Z-D	L7		true	
2005	SJ-18-Z-D	L7		true	
2006	SJ-18-Z-D	L7		true	
2007	SJ-18-Z-D	L7		true	
2008	SJ-18-Z-D	L7		true	
2009	SJ-18-Z-D	L7		true	
2010	SJ-18-Z-D	L7	LE07_233088_20101208,LE07_233088_20101122,LE07_233088_20101021,LE07_233088_20101005,LE07_233088_20100802,LE07_233088_20100530,LE07_233088_20100514,LE07_233088_20100412,LE07_233088_20100327,LE07_233088_20100311,LE07_233088_20100223,LE07_233088_20100106,LE07_233087_20101208,LE07_233087_20101021,LE07_233087_20101005,LE07_233087_20100802,LE07_233087_20100514,LE07_233087_20100412,LE07_233087_20100327,LE07_233087_20100311,LE07_233087_20100223,LE07_233087_20100106,LE07_232088_20101217,LE07_232088_20100523,LE07_232088_20100320,LE07_001087_20101129,LE07_001087_20101113,LE07_001087_20100910,LE07_001087_20100505,LE07_001087_20100419,LE07_001087_20100318	true	
2011	SJ-18-Z-D	L7		true	
2012	SJ-18-Z-D	L7		true	satellite anterior (anómalo): 99
2013	SJ-18-Z-D	L8		true	
2014	SJ-18-Z-D	L8		true	
2015	SJ-18-Z-D	L8		true	
2016	SJ-18-Z-D	L8		true	
2017	SJ-18-Z-D	L8		true	
2018	SJ-18-Z-D	L8		true	
2019	SJ-18-Z-D	L8		true	
2020	SJ-18-Z-D	L8		true	
2021	SJ-18-Z-D	L8		true	
2022	SJ-18-Z-D	L8		true	
2023	SJ-18-Z-D	L8		true	
2024	SJ-18-Z-D	L8		true	
2025	SJ-18-Z-D	L8		true	
1996	SJ-18-Z-A	L5		true	satellite anterior (anómalo): 0
1997	SJ-18-Z-A	L5		true	satellite anterior (anómalo): 0
1998	SJ-18-Z-A	L5		true	
1999	SJ-18-Z-A	L5		true	
2000	SJ-18-Z-A	L7		true	
2001	SJ-18-Z-A	L7		true	
2002	SJ-18-Z-A	L7		true	
2003	SJ-18-Z-A	L7		true	
2004	SJ-18-Z-A	L5		true	
2005	SJ-18-Z-A	L7		true	
2006	SJ-18-Z-A	L7		true	
2007	SJ-18-Z-A	L7		true	
2008	SJ-18-Z-A	L7		true	
2009	SJ-18-Z-A	L7		true	
2010	SJ-18-Z-A	L7		true	
2011	SJ-18-Z-A	L7		true	
2012	SJ-18-Z-A	L7		true	satellite anterior (anómalo): 99
2013	SJ-18-Z-A	L8		true	
2014	SJ-18-Z-A	L8		true	
2015	SJ-18-Z-A	L8		true	
2016	SJ-18-Z-A	L8		true	
2017	SJ-18-Z-A	L8		true	
2018	SJ-18-Z-A	L8		true	
2019	SJ-18-Z-A	L8		true	
2020	SJ-18-Z-A	L8		true	
2021	SJ-18-Z-A	L8		true	
2022	SJ-18-Z-A	L8		true	
2023	SJ-18-Z-A	L9		true	
2024	SJ-18-Z-A	L9		true	
2025	SJ-18-Z-A	L9		true	
1996	SJ-19-Y-C	L5		true	satellite anterior (anómalo): 0
1997	SJ-19-Y-C	L5		true	satellite anterior (anómalo): 0
1998	SJ-19-Y-C	L5		true	
1999	SJ-19-Y-C	L5		true	satellite anterior (anómalo): 77
2000	SJ-19-Y-C	L7		true	
2001	SJ-19-Y-C	L7		true	
2002	SJ-19-Y-C	L7		true	
2003	SJ-19-Y-C	L7		true	
2004	SJ-19-Y-C	L7		true	
2005	SJ-19-Y-C	L7		true	
2006	SJ-19-Y-C	L7		true	
2007	SJ-19-Y-C	L7		true	
2008	SJ-19-Y-C	L7		true	
2009	SJ-19-Y-C	L7		true	
2010	SJ-19-Y-C	L7		true	
2011	SJ-19-Y-C	L7		true	
2012	SJ-19-Y-C	L7	LE07_232087_20120715,LE07_232087_20120613,LE07_232087_20120816,LE07_232088_20120715,LE07_232088_20120917,LE07_233087_20121229	true	
2013	SJ-19-Y-C	L8		true	
2014	SJ-19-Y-C	L8		true	
2015	SJ-19-Y-C	L8		true	
2016	SJ-19-Y-C	L8		true	
2017	SJ-19-Y-C	L8		true	
2018	SJ-19-Y-C	L8		true	
2019	SJ-19-Y-C	L8		true	
2020	SJ-19-Y-C	L8		true	
2021	SJ-19-Y-C	L8		true	
2022	SJ-19-Y-C	L8		true	
2023	SJ-19-Y-C	L9		true	
2024	SJ-19-Y-C	L9		true	
2025	SJ-19-Y-C	L9		true	
1996	SK-18-X-A	L5		true	satellite anterior (anómalo): 0
1997	SK-18-X-A	L5		true	satellite anterior (anómalo): 0
1998	SK-18-X-A	L5		true	
1999	SK-18-X-A	L5		true	
2000	SK-18-X-A	L7		true	
2001	SK-18-X-A	L7		true	
2002	SK-18-X-A	L7		true	
2003	SK-18-X-A	L7		true	
2004	SK-18-X-A	L5		true	
2005	SK-18-X-A	L7		true	
2006	SK-18-X-A	L7		true	
2007	SK-18-X-A	L8		true	
2008	SK-18-X-A	L7		true	
2009	SK-18-X-A	L7		true	
2010	SK-18-X-A	L7		true	
2011	SK-18-X-A	L7		true	
2012	SK-18-X-A	L7		true	
2013	SK-18-X-A	L8		true	
2014	SK-18-X-A	L8		true	
2015	SK-18-X-A	L8		true	
2016	SK-18-X-A	L8		true	
2017	SK-18-X-A	L8		true	
2018	SK-18-X-A	L8		true	
2019	SK-18-X-A	L8		true	
2020	SK-18-X-A	L8		true	
2021	SK-18-X-A	L8		true	
2022	SK-18-X-A	L8		true	
2023	SK-18-X-A	L9		true	
2024	SK-18-X-A	L9		true	
2025	SK-18-X-A	L9		true	
1996	SK-18-X-B	L5		true	satellite anterior (anómalo): 0
1997	SK-18-X-B	L5		true	satellite anterior (anómalo): 0
1998	SK-18-X-B	L5	LT05_233088_19980910,LT05_233088_19980825,LT05_232089_19980412	true	
1999	SK-18-X-B	L5	LT05_233088_19990828,LT05_233088_19990812,LT05_233088_19990524,LT05_232089_19990415,LT05_232089_19990314,LT05_232088_19991125,LT05_232088_19990720,LT05_232088_19990602	true	
2000	SK-18-X-B	L5		true	
2001	SK-18-X-B	L7	LE07_233088_20011215,LE07_233088_20011113,LE07_233088_20011028,LE07_233088_20011012,LE07_233088_20010724,LE07_233088_20010419,LE07_233088_20010403,LE07_233088_20010318,LE07_233088_20010302,LE07_232088_20011021,LE07_232088_20010717,LE07_232088_20010106	true	
2002	SK-18-X-B	L7		true	
2003	SK-18-X-B	L7		true	
2004	SK-18-X-B	L7		true	
2005	SK-18-X-B	L7		true	
2006	SK-18-X-B	L7		true	
2007	SK-18-X-B	L5	LT05_233088_20070615,LT05_233088_20070701,LT05_233088_20070207	true	
2008	SK-18-X-B	L7	LE07_233088_20081218,LE07_233088_20081031,LE07_233088_20080727,LE07_233088_20080625,LE07_233088_20080524,LE07_233088_20080406,LE07_233088_20080305,LE07_233088_20080101	true	
2009	SK-18-X-B	L7	LE07_232088_20090723,LE07_232088_20090808,LE07_232088_20091112,LE07_232088_20090925,LE07_232088_20091011,LE07_232088_20091214,'LE07_232088_20091230,LE07_232088_20090418,LE07_232088_20090605,LE07_232089_20090723,LE07_232089_20091112,LE07_232089_20090909,LE07_232089_20091011,LE07_232089_20091214,LE07_232089_20091230,LE07_233088_20090409,LE07_233088_20090425,LE07_233088_20090511,LE07_233088_20090527,LE07_233088_20090612,'LE07_233088_20090714,'LE07_233088_20090730,LE07_233088_20090831,LE07_233088_20090916,LE07_233088_20091018	true	satellite anterior (anómalo): 99
2010	SK-18-X-B	L7		true	satellite anterior (anómalo): 99/55
2011	SK-18-X-B	L7		true	
2012	SK-18-X-B	L7		true	satellite anterior (anómalo): 99
2013	SK-18-X-B	L8		true	
2014	SK-18-X-B	L8		true	
2015	SK-18-X-B	L8		true	
2016	SK-18-X-B	L8		true	
2017	SK-18-X-B	L8		true	
2018	SK-18-X-B	L8		true	
2019	SK-18-X-B	L8		true	
2020	SK-18-X-B	L8		true	
2021	SK-18-X-B	L8		true	
2022	SK-18-X-B	L8		true	
2023	SK-18-X-B	L9		true	
2024	SK-18-X-B	L9		true	
2025	SK-18-X-B	L9		true	
1996	SK-19-V-A	L5		true	satellite anterior (anómalo): 0
1997	SK-19-V-A	L5		true	satellite anterior (anómalo): 0
1998	SK-19-V-A	L5		true	
1999	SK-19-V-A	L5		true	
2000	SK-19-V-A	L5		true	
2001	SK-19-V-A	L7		true	
2002	SK-19-V-A	L7		true	
2003	SK-19-V-A	L7		true	
2004	SK-19-V-A	L7		true	
2005	SK-19-V-A	L7		true	
2006	SK-19-V-A	L7		true	
2007	SK-19-V-A	L7		true	
2008	SK-19-V-A	L7		true	
2009	SK-19-V-A	L7		true	
2010	SK-19-V-A	L7		true	
2011	SK-19-V-A	L7		true	
2012	SK-19-V-A	L7		true	satellite anterior (anómalo): 99
2013	SK-19-V-A	L8		true	
2014	SK-19-V-A	L8		true	
2015	SK-19-V-A	L8		true	
2016	SK-19-V-A	L8		true	
2017	SK-19-V-A	L8		true	
2018	SK-19-V-A	L8		true	
2019	SK-19-V-A	L8		true	
2020	SK-19-V-A	L8		true	
2021	SK-19-V-A	L8		true	
2022	SK-19-V-A	L8		true	
2023	SK-19-V-A	L8		true	
2024	SK-19-V-A	L9		true	
2025	SK-19-V-A	L8		true	
1996	SK-18-Z-B	L5		true	satellite anterior (anómalo): 0
1997	SK-18-Z-B	L5		true	
1998	SK-18-Z-B	L5	LT05_233090_19980708,LT05_233090_19980825,LT05_233089_19980708,LT05_232090_19981005,LT05_233089_19981129,LT05_233089_19980825	true	
1999	SK-18-Z-B	L5		true	
2000	SK-18-Z-B	L7		true	
2001	SK-18-Z-B	L7		true	
2002	SK-18-Z-B	L7		true	
2003	SK-18-Z-B	L7		true	
2004	SK-18-Z-B	L7		true	
2005	SK-18-Z-B	L7		true	
2006	SK-18-Z-B	L7		true	
2007	SK-18-Z-B	L7		true	
2008	SK-18-Z-B	L7		true	
2009	SK-18-Z-B	L7		true	
2010	SK-18-Z-B	L7		true	
2011	SK-18-Z-B	L7		true	
2012	SK-18-Z-B	L7		true	satellite anterior (anómalo): 99
2013	SK-18-Z-B	L8		true	
2014	SK-18-Z-B	L8		true	
2015	SK-18-Z-B	L8		true	
2016	SK-18-Z-B	L8	LC08_233090_20160709,LC08_233089_20160725,LC08_233089_20160709,LC08_233089_20160404,LC08_233089_20160303,LC08_232090_20160819,LC08_232090_20160803,LC08_232090_20160616,LC08_232089_20160920,LC08_232089_20160803,LC08_232089_20160718,LC08_232089_20160616	true	
2017	SK-18-Z-B	L8		true	
2018	SK-18-Z-B	L8		true	
2019	SK-18-Z-B	L8		true	
2020	SK-18-Z-B	L8	LC08_233090_20200618,LC08_233090_20200602,LC08_233090_20200314,LC08_233089_20200805,LC08_233089_20200618,LC08_232090_20200814,LC08_232090_20200713,LC08_232090_20200611,LC08_232090_20200510,LC08_232090_20200204,LC08_232089_20200814,LC08_232089_20200713,LC08_232089_20200510,LC08_232089_20200424,LC08_232089_20200204	true	
2021	SK-18-Z-B	L8		true	
2022	SK-18-Z-B	L8		true	
2023	SK-18-Z-B	L9		true	
2024	SK-18-Z-B	L8		true	
2025	SK-18-Z-B	L8		true	
1996	SK-19-Y-A	L5		true	satellite anterior (anómalo): 0
1997	SK-19-Y-A	L5		true	
1998	SK-19-Y-A	L5		true	
1999	SK-19-Y-A	L5		true	
2000	SK-19-Y-A	L7		true	
2001	SK-19-Y-A	L7		true	
2002	SK-19-Y-A	L7		true	
2003	SK-19-Y-A	L7		true	
2004	SK-19-Y-A	L7		true	
2005	SK-19-Y-A	L7		true	
2006	SK-19-Y-A	L7		true	
2007	SK-19-Y-A	L7		true	
2008	SK-19-Y-A	L7		true	
2009	SK-19-Y-A	L7		true	
2010	SK-19-Y-A	L7		true	
2011	SK-19-Y-A	L7		true	
2012	SK-19-Y-A	L7		true	satellite anterior (anómalo): 99
2013	SK-19-Y-A	L8		true	
2014	SK-19-Y-A	L8		true	
2015	SK-19-Y-A	L8		true	
2016	SK-19-Y-A	L8		true	
2017	SK-19-Y-A	L8		true	
2018	SK-19-Y-A	L8		true	
2019	SK-19-Y-A	L8		true	
2020	SK-19-Y-A	L8		true	
2021	SK-19-Y-A	L8		true	
2022	SK-19-Y-A	L8		true	
2023	SK-19-Y-A	L9		true	
2024	SK-19-Y-A	L9		true	
2025	SK-19-Y-A	L8		true	
1996	SK-18-Z-C	L5		true	satellite anterior (anómalo): 0
1997	SK-18-Z-C	L5		true	satellite anterior (anómalo): 0
1998	SK-18-Z-C	L5	LT05_233091_19980505,LT05_233090_19980708,LT05_233090_19980825	true	
1999	SK-18-Z-C	L5	LT05_233090_19990828,LT05_233090_19990524	true	
2000	SK-18-Z-C	L7		true	
2001	SK-18-Z-C	L7		true	
2002	SK-18-Z-C	L7		true	
2003	SK-18-Z-C	L7		true	no hay mas imagenes
2004	SK-18-Z-C	L7	LE07_233091_20040918,LE07_233091_20040513,LE07_233091_20040427,LE07_233090_20041207,LE07_233090_20041121,LE07_233090_20040513,LE07_233090_20040326,LE07_233090_20040223,LE07_001090_20041128,LE07_001090_20040808,LE07_001090_20040605,LE07_001090_20040520,LE07_233090_20040427	true	
2005	SK-18-Z-C	L7	LE07_001090_20050131,LE07_001090_20050320,LE07_001090_20050608,LE07_001090_20050710,LE07_233090_20050225,LE07_233090_20050516,LE07_233090_20050703	true	
2006	SK-18-Z-C	L7		true	
2007	SK-18-Z-C	L7	LE07_233090_20070114,LE07_233090_20070420,LE07_233090_20070623,LE07_233090_20070709	true	
2008	SK-18-Z-C	L7		true	
2009	SK-18-Z-C	L7		true	
2010	SK-18-Z-C	L7		true	
2011	SK-18-Z-C	L7		true	
2012	SK-18-Z-C	L7	LE07_001090_20120220,LE07_001090_20120713,LE07_001090_20120729,LE07_233090_20120112,LE07_233090_20120519,LE07_233090_20120604,LE07_233090_20120722,LE07_233090_20120807,LE07_233090_20120823,LE07_233091_20120604,LE07_233091_20120706	true	
2013	SK-18-Z-C	L8		true	
2014	SK-18-Z-C	L8		true	
2015	SK-18-Z-C	L8		true	
2016	SK-18-Z-C	L8		true	
2017	SK-18-Z-C	L8		true	
2018	SK-18-Z-C	L8		true	
2019	SK-18-Z-C	L8		true	
2020	SK-18-Z-C	L8		true	
2021	SK-18-Z-C	L8		true	
2022	SK-18-Z-C	L8		true	
2023	SK-18-Z-C	L8		true	
2024	SK-18-Z-C	L8		true	
2025	SK-18-Z-C	L9		true	
1996	SK-18-Z-D	L5		true	satellite anterior (anómalo): 0
1997	SK-18-Z-D	L5		true	
1998	SK-18-Z-D	L5		true	
1999	SK-18-Z-D	L5		true	
2000	SK-18-Z-D	L5		true	
2001	SK-18-Z-D	L7		true	
2002	SK-18-Z-D	L7	LE07_233090_20020422,LE07_233090_20020609,LE07_233090_20020913,LE07_233090_20021015,LE07_232090_20020704,LE07_232090_20020109,LE07_232090_20020330,LE07_232090_20020906,LE07_232091_20020109,LE07_232091_20020210,LE07_232091_20020226,LE07_232091_20020330,LE07_232091_20020922	true	
2003	SK-18-Z-D	L7		true	
2004	SK-18-Z-D	L7		true	
2005	SK-18-Z-D	L7		true	
2006	SK-18-Z-D	L7		true	
2007	SK-18-Z-D	L7		true	
2008	SK-18-Z-D	L7		true	
2009	SK-18-Z-D	L7		true	
2010	SK-18-Z-D	L7		true	
2011	SK-18-Z-D	L7		true	
2012	SK-18-Z-D	L7		true	satellite anterior (anómalo): 99
2013	SK-18-Z-D	L8		true	
2014	SK-18-Z-D	L8		true	
2015	SK-18-Z-D	L8		true	
2016	SK-18-Z-D	L8		true	
2017	SK-18-Z-D	L8		true	
2018	SK-18-Z-D	L8	LC08_232091_20180724	true	
2019	SK-18-Z-D	L8		true	
2020	SK-18-Z-D	L8		true	
2021	SK-18-Z-D	L8		true	
2022	SK-18-Z-D	L8		true	
2023	SK-18-Z-D	L9		true	
2024	SK-18-Z-D	L9		true	
2025	SK-18-Z-D	L9		true	
1996	SL-18-V-B	L5		false	satellite anterior (anómalo): 0
1997	SL-18-V-B	L5		false	satellite anterior (anómalo): 0
1998	SL-18-V-B	L5		false	
1999	SL-18-V-B	L5		false	
2000	SL-18-V-B	L7		false	
2001	SL-18-V-B	L7		false	
2002	SL-18-V-B	L7	LE07_233091_20021015,LE07_233091_20020609,LE07_233091_20020422	false	
2003	SL-18-V-B	L7	LE07_233091_20031119,LE07_233091_20030511	false	
2004	SL-18-V-B	L7		false	
2005	SL-18-V-B	L7	LE07_233091_20051226,LE07_233091_20050516,LE07_233091_20050225,LE07_233091_20050124	false	
2006	SL-18-V-B	L7		false	
2007	SL-18-V-B	L7	LE07_233091_20071029,LE07_233091_20070911,LE07_233091_20070709,LE07_233091_20070420,LE07_233091_20070215,LE07_233091_20070130	false	
2008	SL-18-V-B	L7		false	
2009	SL-18-V-B	L7		false	
2010	SL-18-V-B	L7		false	
2011	SL-18-V-B	L7		false	
2012	SL-18-V-B	L7		false	satellite anterior (anómalo): 99/55
2013	SL-18-V-B	L7	LE07_233091_20131114,LE07_233091_20130810,LE07_233091_20130725,LE07_233091_20130607,LE07_233091_20130404	false	
2014	SL-18-V-B	L7	LE07_233091_20141219,LE07_233091_20141203,LE07_233091_20140813,LE07_233091_20140728,LE07_233091_20140218,LE07_233091_20140202,LE07_233091_20140101	false	
2015	SL-18-V-B	L8		false	
2016	SL-18-V-B	L8		false	
2017	SL-18-V-B	L8		false	
2018	SL-18-V-B	L8		false	
2019	SL-18-V-B	L8		false	
2020	SL-18-V-B	L8		false	
2021	SL-18-V-B	L8		false	
2022	SL-18-V-B	L8		false	
2023	SL-18-V-B	L9		false	
2024	SL-18-V-B	L8		false	
2025	SL-18-V-B	L9		false	
1996	SK-19-Y-C	L5		true	satellite anterior (anómalo): 0
1997	SK-19-Y-C	L5		true	
1998	SK-19-Y-C	L5		true	
1999	SK-19-Y-C	L5		true	
2000	SK-19-Y-C	L7		true	
2001	SK-19-Y-C	L7		true	
2002	SK-19-Y-C	L7		true	
2003	SK-19-Y-C	L7		true	
2004	SK-19-Y-C	L7		true	
2005	SK-19-Y-C	L5	LT05_232090_20051008,LT05_232090_20050805,LT05_232090_20050618,LT05_232090_20050415,LT05_231091_20050729,LT05_231091_20050526,LT05_231091_20050510,LT05_231090_20050729,LT05_231090_20050713,LT05_231090_20050611,LT05_231090_20050510,LT05_231091_20050830,LT05_231091_20050814,LT05_231091_20051017,LT05_231091_20051102,LT05_231091_20050307,LT05_231090_20050526,LT05_231090_20050814	true	
2006	SK-19-Y-C	L7		true	
2007	SK-19-Y-C	L7		true	
2008	SK-19-Y-C	L7		true	
2009	SK-19-Y-C	L7		true	
2010	SK-19-Y-C	L7		true	
2011	SK-19-Y-C	L7		true	
2012	SK-19-Y-C	L7		true	
2013	SK-19-Y-C	L8	LC08_232091_20130624,LC08_232091_20130608,LC08_232091_20130523,LC08_232090_20131201,LC08_232090_20131030,LC08_232090_20130811,LC08_232090_20130624,LC08_232090_20130523,LC08_232090_20130421,LC08_231091_20130820,LC08_231091_20130703,LC08_231091_20130414,LC08_231090_20130719	true	
2014	SK-19-Y-C	L8		true	
2015	SK-19-Y-C	L8		true	
2016	SK-19-Y-C	L8		true	
2017	SK-19-Y-C	L8		true	
2018	SK-19-Y-C	L8		true	
2019	SK-19-Y-C	L8		true	
2020	SK-19-Y-C	L8		true	
2021	SK-19-Y-C	L8		true	
2022	SK-19-Y-C	L8		true	
2023	SK-19-Y-C	L9		true	
2024	SK-19-Y-C	L8		true	
2025	SK-19-Y-C	L9		true	
1996	SL-18-X-A	L5		true	satellite anterior (anómalo): 0
1997	SL-18-X-A	L5		true	satellite anterior (anómalo): 0
1998	SL-18-X-A	L5		true	
1999	SL-18-X-A	L5		true	
2000	SL-18-X-A	L7		true	
2001	SL-18-X-A	L7	LE07_232091_20010207,LE07_232091_20010530,LE07_232091_20010802,LE07_232091_20010903,LE07_232091_20011021,LE07_232091_20011106,LE07_232091_20011224,LE07_233090_20010521,LE07_233091_20010521,LE07_233091_20010724,LE07_233091_20010910,LE07_233091_20011012,LE07_233091_20011028,LE07_233091_20011129,LE07_233091_20011215	true	
2002	SL-18-X-A	L7	LE07_232091_20020226,LE07_232091_20020330,LE07_232091_20020805,LE07_232091_20020922,LE07_232091_20021109,LE07_233091_20020116,LE07_233091_20020321,LE07_233091_20020422,LE07_233091_20020609,LE07_233091_20021015,LE07_233091_20021218	true	
2003	SL-18-X-A	L7		true	
2004	SL-18-X-A	L7		true	
2005	SL-18-X-A	L7		true	
2006	SL-18-X-A	L7		true	
2007	SL-18-X-A	L7		true	
2008	SL-18-X-A	L7		true	
2009	SL-18-X-A	L7		true	
2010	SL-18-X-A	L7		true	
2011	SL-18-X-A	L7		true	
2012	SL-18-X-A	L7	LE07_232091_20120426,LE07_232091_20120816,LE07_232091_20120917,LE07_233091_20120604,LE07_233091_20120706	true	
2013	SL-18-X-A	L8		true	
2014	SL-18-X-A	L8		true	
2015	SL-18-X-A	L8	LC08_233091_20150520,LC08_233091_20150909	true	
2016	SL-18-X-A	L8	LC08_233091_20160623,LC08_233091_20160709	true	
2017	SL-18-X-A	L8		true	
2018	SL-18-X-A	L8		true	
2019	SL-18-X-A	L8		true	
2020	SL-18-X-A	L8	LC08_233091_20200618	true	
2021	SL-18-X-A	L8		true	
2022	SL-18-X-A	L8		true	
2023	SL-18-X-A	L8		true	
2024	SL-18-X-A	L8	LC08_232091_20240302,LC08_232091_20240521,LC08_232091_20240622,LC08_232091_20240708,LC08_232091_20240910,LC08_232091_20241129,LC08_233091_20240105,LC08_233091_20240121,LC08_233091_20240222,LC08_233091_20240309,LC08_233091_20240426,LC08_233091_20240512,LC08_233091_20241019,LC08_233091_20241104,LC08_233091_20241120,LC08_233091_20241206	true	
2025	SL-18-X-A	L8		true	
1996	SL-18-X-B	L5		true	satellite anterior (anómalo): 0
1997	SL-18-X-B	L5		true	satellite anterior (anómalo): 0
1998	SL-18-X-B	L5	LT05_231091_19980928,LT05_232091_19980428,LT05_232091_19980412	true	
1999	SL-18-X-B	L5	LT05_232091_19991008,LT05_232091_19990720,LT05_232091_19990415	true	
2000	SL-18-X-B	L7		true	
2001	SL-18-X-B	L7		true	
2002	SL-18-X-B	L7		true	
2003	SL-18-X-B	L7	LE07_232091_20031011,LE07_232091_20031112,LE07_232091_20031230	true	
2004	SL-18-X-B	L7		true	
2005	SL-18-X-B	L7	LE07_232091_20051219,LE07_232091_20050930,LE07_232091_20050525,LE07_232091_20050117,LE07_232091_20050322,LE07_231091_20050923,LE07_231091_20051009,LE07_232091_20050423	true	
2006	SL-18-X-B	L7		true	
2007	SL-18-X-B	L7		true	
2008	SL-18-X-B	L7		true	
2009	SL-18-X-B	L7		true	
2010	SL-18-X-B	L7		true	
2011	SL-18-X-B	L7		true	
2012	SL-18-X-B	L7		true	
2013	SL-18-X-B	L8		true	
2014	SL-18-X-B	L8		true	
2015	SL-18-X-B	L8		true	
2016	SL-18-X-B	L8		true	
2017	SL-18-X-B	L8		true	
2018	SL-18-X-B	L8		true	
2019	SL-18-X-B	L8	LC08_232091_20191015,LC08_232091_20190828,LC08_232091_20190812,LC08_232091_20190609,LC08_232091_20190524,LC08_232091_20190422,LC08_232091_20190201,LC08_231091_20190922,LC08_231091_20190720,LC08_231091_20190704,LC08_232091_20190727	true	
2020	SL-18-X-B	L8		true	
2021	SL-18-X-B	L8		true	
2022	SL-18-X-B	L8		true	
2023	SL-18-X-B	L9		true	
2024	SL-18-X-B	L8		true	
2025	SL-18-X-B	L9		true	
1996	SL-19-V-A	L5		true	satellite anterior (anómalo): 0
1997	SL-19-V-A	L5		true	
1998	SL-19-V-A	L5		true	
1999	SL-19-V-A	L5		true	
2000	SL-19-V-A	L5		true	
2001	SL-19-V-A	L7		true	
2002	SL-19-V-A	L7		true	
2003	SL-19-V-A	L7		true	
2004	SL-19-V-A	L5		true	
2005	SL-19-V-A	L7		true	
2006	SL-19-V-A	L7		true	
2007	SL-19-V-A	L7		true	
2008	SL-19-V-A	L7		true	
2009	SL-19-V-A	L7	LE07_231091_20090529,LE07_231091_20090427,LE07_231091_20090411,LE07_231091_20090226,LE07_231091_20090121	true	
2010	SL-19-V-A	L7		true	
2011	SL-19-V-A	L7		true	
2012	SL-19-V-A	L7		true	satellite anterior (anómalo): 99
2013	SL-19-V-A	L7	LE07_231091_20130711,LE07_231091_20130609,LE07_231091_20130524	true	
2014	SL-19-V-A	L8		true	
2015	SL-19-V-A	L8		true	
2016	SL-19-V-A	L8		true	
2017	SL-19-V-A	L8		true	
2018	SL-19-V-A	L8		true	
2019	SL-19-V-A	L8		true	
2020	SL-19-V-A	L8		true	
2021	SL-19-V-A	L8		true	
2022	SL-19-V-A	L8		true	
2023	SL-19-V-A	L8		true	
2024	SL-19-V-A	L8		true	
2025	SL-19-V-A	L8		true	
1996	SL-18-Y-B	L5		true	satellite anterior (anómalo): 0
1997	SL-18-Y-B	L5		true	satellite anterior (anómalo): 0
1998	SL-18-Y-B	L5	LT05_233093_19981028,LT05_233093_19980910,LT05_233093_19980505,LT05_233092_19980505,LT05_001092_19980816	true	
1999	SL-18-Y-B	L5		true	
2000	SL-18-Y-B	L7	LE07_233093_20000907,LE07_233092_20001110,LE07_233092_20000721,LE07_233092_20000315,LE07_001092_20001219	true	
2001	SL-18-Y-B	L5	LT05_233093_20011105,LT05_233093_20011207,LT05_233093_20010902,LT05_233093_20010801,LT05_233093_20010513,LT05_233093_20010427,LT05_233093_20010310,LT05_233092_20011105,LT05_233092_20010902,LT05_233092_20010513,LT05_233092_20010427,LT05_233092_20010310	true	
2002	SL-18-Y-B	L7	LE07_233092_20021218,LE07_233092_20021015,LE07_233092_20020321,LE07_233093_20020422,LE07_233092_20020422	true	
